#index	date	close	open	high	low	volume	dVolume	percent_change	dollar_change	spread	var	entropy	slope	concavity	answer
40	2006-10-20	68.169998	68.970001	68.980003	68.050003	512000	-0.18626827717736807	-0.011599289378000583	-0.8000029999999896	0.013562782656867202	0.366948289803	1.49496191896	-2.1850039999999686	-7.131664999999913	1
41	2006-10-23	68.540001	68.0	69.269997	67.949997	633200	0.23671875	0.007941191176470644	0.5400010000000037	0.019334993266918274	0.328059640002	1.46157894712	1.6850086666666613	7.987521333333338	1
42	2006-10-24	69.0	68.629997	69.739998	68.559998	1153600	0.8218572331017057	0.005391272274133961	0.370002999999997	0.01714742462720546	0.366459656002	1.50017351908	0.2049936666666715	-3.890030499999947	0
43	2006-10-25	68.860001	68.629997	69.239998	68.540001	708800	-0.3855755894590846	0.0033513625244657066	0.23000399999999388	0.01018251524012672	0.138609134802	1.4964621567	-0.6699960000000024	-1.0974773333333303	1
44	2006-10-26	69.790001	69.110001	70.0	68.709999	535200	-0.24492099322799096	0.009839386342940537	0.6800000000000068	0.018574528170273226	0.280915895601	1.51948914146	2.0216651666666743	4.9033210833334335	0
45	2006-10-27	68.830002	69.489998	70.129997	68.830002	1000000	0.8684603886397608	-0.009497712174347835	-0.6599960000000067	0.018796920185078222	0.265684045201	1.51471090606	-2.8916645000000094	-9.094159083333475	1
46	2006-10-30	68.989998	68.400002	69.309998	68.339996	690000	-0.31	0.008625672262407234	0.5899959999999993	0.014120416333066365	0.264495960002	1.50017351908	1.723324833333346	9.60248166666679	0
47	2006-10-31	68.550003	68.989998	69.400002	68.32	1292800	0.8736231884057971	-0.006377663614369088	-0.43999499999999614	0.015704551289046555	0.229823925602	1.47521293187	-1.313319166666678	-6.6557920000000665	0
48	2006-11-01	67.68	68.5	69.300003	67.489998	1476400	0.14201732673267325	-0.01197080291970793	-0.8199999999999932	0.026582537817594416	0.277820274002	1.44182996002	-1.0283460000000229	1.4724465833332847	1
49	2006-11-02	69.18	67.300003	69.5	66.120003	1756000	0.18937957193172583	0.027934575277805008	1.879997000000003	0.04953102177173901	0.296969228802	1.39378147449	3.618338499999979	7.58087299999993	0
50	2006-11-03	68.540001	69.400002	69.879997	67.760002	1350400	-0.23097949886104785	-0.012391944887840161	-0.8600009999999969	0.030737928866073797	0.265703897602	1.32525689331	-3.2133325000000164	-13.350846250000027	1
51	2006-11-06	68.980003	68.790001	69.300003	68.5	522400	-0.6131516587677726	0.0027620583985744187	0.19000199999999268	0.011613602043591489	0.260599980002	1.43849104879	2.0533358333333545	11.38583616666665	1
52	2006-11-07	69.599998	68.980003	70.089996	68.889999	585200	0.12021439509954059	0.008988039620699972	0.619995000000003	0.017318472959168132	0.312199592003	1.43802233999	0.4099888333333297	-4.4966889999999085	1
53	2006-11-08	70.089996	69.449997	70.449997	69.349998	474000	-0.1900205058099795	0.009215248778196537	0.6399990000000031	0.015766075034846776	0.438519598805	1.40999787831	0.32166949999998923	0.10086283333324293	0
54	2006-11-09	70.029999	70.089996	71.040001	69.830002	604000	0.2742616033755274	-0.0008559994781565637	-0.05999699999999564	0.017270896990825763	0.480519244005	1.38450385459	-0.474993833333329	-1.0708336666666298	0
55	2006-11-10	69.580002	70.040001	70.160004	69.279999	642000	0.06291390728476821	-0.006567661242609212	-0.4599990000000105	0.012605715242679045	0.498594544005	1.37454230617	-0.5916653333333386	0.3016552499999155	1
56	2006-11-13	70.18	69.5	70.32	69.360001	503600	-0.21557632398753895	0.009784172661870602	0.6800000000000068	0.013745690148911744	0.594627443604	1.33541811183	1.6049938333333433	3.6633233333334565	0
57	2006-11-14	70.120003	70.150002	70.5	69.68	1308000	1.5972994440031771	-0.00042764075758691585	-0.02999900000000366	0.011691736946897425	0.599495322804	1.49452855425	-0.9599911666667159	-5.257471250000236	0
58	2006-11-15	69.940002	70.300003	70.300003	69.68	1314800	0.005198776758409786	-0.005120924390287677	-0.3600009999999969	0.008842027636835822	0.282643358805	1.56048735338	-0.060005999999953964	2.4824695833333976	1
59	2006-11-16	70.25	70.190002	70.669998	69.75	1198400	-0.08853057499239428	0.0008547941058613035	0.05999799999999311	0.013101651764431146	0.290668273205	1.53445989315	0.7583318333332917	1.164179666666551	0
60	2006-11-17	70.040001	70.25	70.25	69.68	1321600	0.102803738317757	-0.002989309608540872	-0.20999899999999627	0.008126024605274514	0.135868453205	1.48975031885	-0.8066628333333105	-3.0149920833332167	1
61	2006-11-20	70.959999	70.93	71.370003	70.129997	1356400	0.0263317191283293	0.0004229381079936479	0.02999899999998945	0.0174784129782113	0.131908778004	1.49452855425	2.0349944999999963	5.218315166666533	1
62	2006-11-21	71.360001	70.970001	71.949997	70.540001	1595600	0.17634915953995872	0.005495279618215034	0.39000000000000057	0.01981305389147669	0.242084737004	1.36588513952	-0.40999366666666975	-5.194977083333261	1
63	2006-11-22	71.889999	71.699997	72.199997	71.529999	900000	-0.43594885936324895	0.002649958269872827	0.1900020000000069	0.009332098595503723	0.474284062002	1.42803631861	0.8116600000000034	2.888307583333358	0
64	2006-11-24	71.580002	71.769997	72.32	71.540001	617200	-0.31422222222222224	-0.0026472761312782323	-0.18999500000001035	0.010882441652475903	0.564959160002	1.46007870938	-1.053324833333349	-3.294970416666814	0
65	2006-11-27	70.610001	71.599998	71.599998	70.5	864400	0.40051847051198963	-0.013826774129239536	-0.9899970000000025	0.01547005144131953	0.452380403202	1.48653953432	-1.2400059999999893	0.574137166666759	0
66	2006-11-28	70.400002	70.620003	70.93	69.870003	1513200	0.7505784359093013	-0.0031152788254624735	-0.22000099999999634	0.01503328552569559	0.434164242002	1.49496191896	0.6433373333333398	3.316688416666608	1
67	2006-11-29	71.0	70.529999	71.410004	70.529999	816800	-0.4602167591858313	0.00666384526674949	0.47000099999999634	0.012435596781145981	0.399140475801	1.48653953432	1.0216615000000075	-0.39585141666667784	0
