#index	date	close	open	high	low	volume	dVolume	percent_change	dollar_change	spread	var	entropy	slope	concavity	answer
40	2006-10-20	20.59	20.73	21.110001	20.379999	4127700	0.07466999921893307	-0.006753497346840356	-0.14000000000000057	0.03533407550822841	0.0479609760004	1.40715705949	0.22666999999999268	2.122513333333302	0
41	2006-10-23	20.52	20.42	20.639999	20.35	2635200	-0.3615815102841776	0.004897159647404401	0.09999999999999787	0.014167024914508946	0.0451290202003	1.46522691049	-0.148334833333332	-0.9075104166666748	0
42	2006-10-24	20.27	20.4	20.52	20.120001	2174700	-0.1747495446265938	-0.0063725490196077945	-0.129999999999999	0.01967046963363664	0.0534360176003	1.48984906194	-0.38999966666666924	-0.2933286666667054	1
43	2006-10-25	20.809999	20.18	20.940001	20.1	2650600	0.21883478180898513	0.03121897918731425	0.6299990000000015	0.040985656037708	0.0436440044004	1.48984906194	1.258331500000003	2.786662833333312	1
44	2006-10-26	21.389999	20.799999	21.43	20.35	2737400	0.032747302497547724	0.02836538597910509	0.5899999999999999	0.05119696853268389	0.0820608902004	1.52657094502	0.3500011666666616	-2.2866609166666763	0
45	2006-10-27	20.9	21.25	21.4	20.65	3503900	0.2800102286841529	-0.016470588235294185	-0.3500000000000014	0.03558718861209965	0.0841809136002	1.5010769213	-1.3949984999999963	-2.5100008333332866	0
46	2006-10-30	20.889999	20.950001	21.030001	20.530001	1389300	-0.6034989583036046	-0.0028640571425271426	-0.06000200000000078	0.02390057361376673	0.0799238760002	1.46007870938	0.7466636666666643	4.468325583333351	0
47	2006-10-31	20.68	21.02	21.02	20.540001	1976900	0.4229468077449075	-0.016175071360608938	-0.33999999999999986	0.023021534772182224	0.0789888568002	1.39458861906	-0.5366633333333309	-2.9241542499999937	1
48	2006-11-01	20.74	20.809999	21.030001	20.440001	2819300	0.42612170570084473	-0.0033637195273292808	-0.06999900000000281	0.0283995193357285	0.0782958496002	1.54170516751	0.35166516666666087	1.794156250000043	1
49	2006-11-02	21.139999	20.620001	21.290001	20.610001	2546500	-0.09676160749122123	0.025218136507364916	0.5199980000000011	0.03256704980842911	0.0902807884002	1.54170516751	0.593331833333334	0.0433350833333274	1
50	2006-11-03	21.389999	21.139999	21.389999	20.92	2208200	-0.13284900844296094	0.011825922981358703	0.25	0.022101999628591464	0.115400749	1.55399857119	0.011667833333336356	-1.153328499999996	1
51	2006-11-06	21.709999	22.0	22.110001	21.52	2626100	0.1892491622135676	-0.013181863636363644	-0.2900010000000002	0.026996157103549738	0.1588357244	1.43849104879	0.42833300000000324	0.9408295833333659	1
52	2006-11-07	21.809999	21.639999	21.870001	21.559999	2319000	-0.1169414721450059	0.007855822913855112	0.1700000000000017	0.014269367745425315	0.1499037764	1.45302843577	-0.10666666666666795	-0.9774990833333371	0
53	2006-11-08	21.51	21.74	21.799999	21.280001	2880500	0.2421302285467874	-0.01057957681692718	-0.22999999999999687	0.024046150289017392	0.1469637932	1.48984906194	-0.5599981666666677	-0.4791637500000074	0
54	2006-11-09	21.48	21.559999	21.74	21.370001	2961000	0.027946537059538274	-0.003710528929059821	-0.07999900000000082	0.017193262481256095	0.150824837	1.51056485026	0.32833216666666826	1.7191609166667092	1
55	2006-11-10	22.01	21.51	22.280001	21.450001	3547200	0.19797365754812563	0.02324500232450023	0.5	0.038143382352941096	0.189563948	1.48594269881	0.9066670000000047	0.501670416666677	1
56	2006-11-13	22.85	22.25	22.91	22.0	4147700	0.16928845286423094	0.026966292134831524	0.6000000000000014	0.04035476718403548	0.3604760156	1.31610248945	0.9116666666666676	-0.4350009166666548	1
57	2006-11-14	23.549999	22.76	23.639999	22.76	4138100	-0.0023145357668105217	0.03470997363796125	0.7899989999999981	0.038004708227266336	0.612748899	1.10306739661	0.47999816666666223	-0.7733362499999904	0
58	2006-11-15	23.51	23.48	23.67	23.41	3613800	-0.1267006597230613	0.001277683134582672	0.030000000000001137	0.011066184294530818	0.705544176	1.18559307768	-0.6099970000000011	-1.4774913333333544	0
